Chr	Gene	nSNPs	nSims	Start	Stop	Test	Pvalue	Top-0.1-pvalue	Best-SNP	SNP-pvalue
11	ENSG00000201856	2	1000	13919030	13939137	0.384465761033543	0.682317682317682	0.668331668331668	rs12271326	0.6278
11	ENSG00000202070	1	1000	69911468	69931575	0.751505496148284	0.36963036963037	0.36963036963037	rs7926352	0.386
11	ENSG00000202276	2	1000	8888963	8909065	0.580006317412902	0.594405594405594	0.576423576423576	rs7104661	0.5584
11	ENSG00000202317	1	1000	66150919	66171083	0.928703678886972	0.323676323676324	0.323676323676324	rs905770	0.3352
11	ENSG00000203334	1	1000	108818444	108840524	0.23437314057701	0.642357642357642	0.642357642357642	rs7951122	0.6283
11	ENSG00000204361	44	1000	114539107	114587655	33.5394947216978	0.545454545454545	0.376623376623377	rs1792413	0.0486100000000001
11	ENSG00000204397	1	1000	104902052	104982158	0.67677343281796	0.40959040959041	0.40959040959041	rs1630085	0.4107
11	ENSG00000204529	1	1000	76395084	76440845	2.58765033877386	0.121878121878122	0.121878121878122	rs7934979	0.107700000000001
11	ENSG00000204571	21	1000	71280759	71324399	20.2069339574554	0.407592407592408	0.528471528471528	rs11234248	0.141500000000002
11	ENSG00000204572	25	1000	71266608	71287784	18.5992524338293	0.528471528471528	0.583416583416583	rs11234248	0.141500000000002
11	ENSG00000204971	1	1000	71864365	71930285	0.599942410308925	0.455544455544456	0.455544455544456	rs11235468	0.4386
11	ENSG00000205213	1	1000	27377507	27504322	0.020300866409667	0.875124875124875	0.875124875124875	rs1046568	0.8867
11	ENSG00000205339	2	1000	9396168	9479673	4.57695506727143	0.10989010989011	0.110889110889111	rs12279202	0.122099999999999
11	ENSG00000205866	1	1000	1676826	1699086	0.238902380062136	0.654345654345654	0.654345654345654	rs1489945	0.625
11	ENSG00000206013	1	100000	288199	309526	4.01751559264959	0.04649953500465	0.04649953500465	rs3809109	0.0450299999999999
11	ENSG00000206638	1	100000	72570588	72590695	6.70338592055155	0.00926990730092699	0.00926990730092699	rs10793048	0.00962300000000002
11	ENSG00000206858	1	1000	10737449	10757551	0.493658171997869	0.514485514485514	0.514485514485514	rs7925816	0.4823
11	ENSG00000206941	1	1000	75101434	75121582	0.754993022375492	0.398601398601399	0.398601398601399	rs536516	0.3849
11	ENSG00000207153	29	1000000	60742532	60762639	233.331891728672	9.99999000001e-6	2.1999978000022e-5	rs2283263	3.99399999999998e-7
11	ENSG00000207185	11	1000	118454702	118474808	17.9688807068347	0.204795204795205	0.220779220779221	rs535774	0.0698000000000001
11	ENSG00000207196	2	1000	70541271	70561374	0.141229243046216	0.845154845154845	0.845154845154845	rs11237269	0.738099999999999
11	ENSG00000207462	40	100000	118563050	118583156	74.3724814535574	0.143808561914381	0.0685393146068539	rs494459	0.01853
11	ENSG00000207601	3	1000000	61549966	61570033	109.066018108242	9.99999000001e-7	9.99999000001e-7	rs174535	8.50700000000011e-10
11	ENSG00000211450	1	100000	57498721	57521026	4.51902135452623	0.032439675603244	0.032439675603244	rs9420	0.0335200000000001
11	ENSG00000211997	2	1000	79103065	79123153	4.14814431229768	0.120879120879121	0.115884115884116	rs472186	0.06219
11	ENSG00000212277	1	100000	74417731	74437794	2.81134278353297	0.0938290617093829	0.0938290617093829	rs1433770	0.0936000000000002
11	ENSG00000213153	1	1000	133724771	133745522	0.0383710223636074	0.83016983016983	0.83016983016983	rs10894755	0.8447
11	ENSG00000213333	1	1000	74780309	74801176	0.758175815731477	0.386613386613387	0.386613386613387	rs7119732	0.3839
11	ENSG00000213445	4	1000000	65395567	65428401	31.1661161985212	1.6999983000017e-4	1.8999981000019e-5	rs732072	4.2440000000001e-6
11	ENSG00000213592	2	100000	57475515	57496002	10.4131352384539	0.021919780802192	0.022659773402266	rs1647405	0.0205800000000001
11	ENSG00000213593	5	100000	57470071	57518445	25.8688563835551	0.022819771802282	0.024629753702463	rs11607056	0.0187300000000001
11	ENSG00000213713	1	1000	33087111	33108006	2.3497885793641	0.11988011988012	0.11988011988012	rs3758741	0.125300000000001
11	ENSG00000213785	2	100000	16495630	16516218	4.00082012795871	0.137138628613714	0.0880391196088039	rs10832616	0.0467399999999999
11	ENSG00000213931	5	1000	5279574	5536882	6.48340673324355	0.284715284715285	0.36963036963037	rs2647574	0.115499999999999
11	ENSG00000213934	1	1000	5259308	5281089	0.425308542788566	0.492507492507492	0.492507492507492	rs2071348	0.5143
11	ENSG00000214290	1	1000	111159279	111189460	1.97990894079368	0.154845154845155	0.154845154845155	rs3802842	0.1594
11	ENSG00000214376	2	1000	93541397	93593697	0.281230324914104	0.734265734265734	0.702297702297702	rs10831106	0.6163
11	ENSG00000214530	2	1000	72455773	72515213	1.73713905175063	0.366633366633367	0.433566433566434	rs7121935	0.303000000000001
11	ENSG00000221273	1	1000000	64126073	64146175	29.3304220007777	9.99999000001e-7	9.99999000001e-7	rs645078	6.10299999999999e-8
11	ENSG00000221516	1	1000	130971829	130991910	0.0994422376865993	0.737262737262737	0.737262737262737	rs7123981	0.7525
11	ENSG00000221574	1	1000	10410738	10430864	0.441083415247542	0.474525474525474	0.474525474525474	rs10840403	0.5066
11	ENSG00000222297	1	1000	125434614	125454714	0.153831928696653	0.707292707292707	0.707292707292707	rs2155388	0.6949
11	ENSG00000222774	1	1000	127265922	127286227	0.39862542444237	0.529470529470529	0.529470529470529	rs7108023	0.5278
11	ENSG00000223013	1	1000	75635979	75656083	1.4645976561368	0.215784215784216	0.215784215784216	rs12785513	0.2262
11	ENSG00000223202	2	1000	74386268	74406550	2.42830177404524	0.274725274725275	0.210789210789211	rs7926982	0.1416
11	ENSG00000223315	1	1000	127267745	127288043	0.39862542444237	0.525474525474525	0.525474525474525	rs7108023	0.5278
11	ENSG00000223324	1	1000	111543834	111564148	0.0182974266252747	0.889110889110889	0.889110889110889	rs10891288	0.8924
11	ENSG00000223609	1	1000	5243907	5274887	0.425308542788566	0.518481518481518	0.518481518481518	rs2071348	0.5143
11	ENSG00000223953	1	100000	119199648	119221650	4.14004726598815	0.041779582204178	0.041779582204178	rs12795576	0.04188
11	ENSG00000224300	1	100000	5026367	5047309	4.54785566167142	0.03229967700323	0.03229967700323	rs11035102	0.03296
11	ENSG00000225215	1	1000	107264129	107285315	0.175579498549455	0.667332667332667	0.667332667332667	rs9804545	0.6752
11	ENSG00000225802	1	100000	59012832	59036959	5.38505052718532	0.020409795902041	0.020409795902041	rs11229889	0.0203099999999999
11	ENSG00000226616	1	1000	4526195	4547154	0.00667186539927757	0.935064935064935	0.935064935064935	rs2566218	0.9349
11	ENSG00000226645	3	100000	116634104	116654921	20.8053279942444	0.001629983700163	0.002939970600294	rs12286037	0.001084
11	ENSG00000227023	1	1000	4948600	4969524	0.235603075032662	0.643356643356643	0.643356643356643	rs840709	0.6274
11	ENSG00000227097	2	1000	82390600	82410810	3.11073337082176	0.196803196803197	0.154845154845155	rs11233264	0.0889199999999999
11	ENSG00000228286	3	1000	71950899	71972332	1.86361750642283	0.54045954045954	0.424575424575425	rs7935699	0.2027
11	ENSG00000229093	1	1000	5302990	5323610	0.456849619273571	0.472527472527473	0.472527472527473	rs4910742	0.4991
11	ENSG00000229386	1	1000	124336858	124362766	0.288318648209572	0.593406593406593	0.593406593406593	rs4360714	0.5913
11	ENSG00000229671	1	1000	1913876	1939145	0.837195824114473	0.387612387612388	0.387612387612388	rs7102920	0.3602
11	ENSG00000229988	1	1000	5252334	5274767	0.425308542788566	0.502497502497502	0.502497502497502	rs2071348	0.5143
11	ENSG00000230087	3	1000	5365921	5386808	3.5492520009011	0.275724275724276	0.386613386613387	rs2736553	0.2596
11	ENSG00000230483	1	1000	2415744	2439138	0.0218450682273625	0.882117882117882	0.882117882117882	rs800342	0.8825
11	ENSG00000230716	1	1000	119463586	119485018	0.963128146192154	0.334665334665335	0.334665334665335	rs7121550	0.3264
11	ENSG00000231487	1	1000	1673813	1694573	0.238902380062136	0.615384615384615	0.615384615384615	rs1489945	0.625
11	ENSG00000231492	1	1000000	64177862	64210142	32.4137765522503	9.99999000001e-7	9.99999000001e-7	rs11601686	1.24599999999999e-8
11	ENSG00000231698	2	1000	131113316	131230812	0.172171022604552	0.765234765234765	0.744255744255744	rs1793553	0.7113
11	ENSG00000231865	2	1000	116746761	116771437	0.0518193992532789	0.937062937062937	0.944055944055944	rs543819	0.849
11	ENSG00000232381	1	100000	5730519	5751442	3.23773630899186	0.0723592764072359	0.0723592764072359	rs11604371	0.07196
11	ENSG00000232495	1	1000	193484	214363	0.316530806883287	0.575424575424575	0.575424575424575	rs11602954	0.5737
11	ENSG00000232511	1	1000	56425020	56452140	0.273490301815713	0.604395604395604	0.604395604395604	rs11228710	0.601
11	ENSG00000233436	1	100000	57500985	57529253	4.51902135452623	0.033869661303387	0.033869661303387	rs9420	0.0335200000000001
11	ENSG00000233497	3	1000	110648748	110669699	0.141347406619097	0.905094905094905	0.87012987012987	rs190125	0.724299999999999
11	ENSG00000233563	1	1000	5885189	5906122	2.01842749633616	0.158841158841159	0.158841158841159	rs10838770	0.155399999999998
11	ENSG00000234560	1	100000	123887504	123911341	5.07380568906209	0.024859751402486	0.024859751402486	rs11219411	0.0242900000000001
11	ENSG00000234611	1	1000	74772192	74793097	0.758175815731477	0.408591408591409	0.408591408591409	rs7119732	0.3839
11	ENSG00000234751	1	1000	72641542	72662157	0.0847961930323473	0.766233766233766	0.766233766233766	rs7926133	0.7709
11	ENSG00000235286	3	1000	111531679	111553128	0.0366215098868313	0.95004995004995	0.961038961038961	rs10891288	0.8924
11	ENSG00000235718	1	100000	119199651	119227383	4.14004726598815	0.04249957500425	0.04249957500425	rs12795576	0.04188
11	ENSG00000235910	4	1000	116696832	116736445	5.00427664884583	0.267732267732268	0.301698301698302	rs5072	0.0995999999999999
11	ENSG00000236082	3	1000	131406555	131453494	2.70179168405418	0.368631368631369	0.301698301698302	rs7925748	0.1591
11	ENSG00000236248	3	1000	5373844	5394079	3.5492520009011	0.263736263736264	0.371628371628372	rs2736553	0.2596
11	ENSG00000236267	2	1000	116673919	116694719	1.20459335304175	0.553446553446553	0.605394605394605	rs5110	0.3688
11	ENSG00000236304	5	100000	76358099	76384910	11.9077055488001	0.0821691783082169	0.01959980400196	rs1320646	0.00548299999999999
11	ENSG00000236616	3	100000	130406693	130427324	23.6696865591235	0.00540994590054099	0.002319976800232	rs2640221	0.001932
11	ENSG00000236935	2	1000000	64082521	64106976	41.6150263493748	9.99999000001e-7	1.999998000002e-6	rs694739	1.17299999999998e-6
11	ENSG00000236965	2	1000	5811593	5832527	2.09281435611517	0.337662337662338	0.377622377622378	rs10769232	0.2193
11	ENSG00000236981	1	100000	123883719	123904655	5.07380568906209	0.02419975800242	0.02419975800242	rs11219411	0.0242900000000001
11	ENSG00000237353	1	1000	125693210	125719964	0.601516491928516	0.423576423576424	0.423576423576424	rs11220236	0.438
11	ENSG00000237363	1	1000	64288515	64310442	0.288629687136302	0.621378621378621	0.621378621378621	rs11231814	0.5911
11	ENSG00000237388	1	1000	48500268	48521332	1.08671592882808	0.30969030969031	0.30969030969031	rs7395662	0.297200000000001
11	ENSG00000237408	1	1000	72179264	72200281	1.0862661163196	0.294705294705295	0.294705294705295	rs11607688	0.2973
11	ENSG00000237654	1	1000	131362652	131420761	0.38019293293958	0.542457542457542	0.542457542457542	rs318984	0.5375
11	ENSG00000237941	1	1000	2881262	2903335	0.307529750195381	0.594405594405594	0.594405594405594	rs16924912	0.5792
11	ENSG00000238184	2	1000	2339978	2409222	0.457250570155902	0.649350649350649	0.648351648351648	rs800160	0.6105
11	ENSG00000238504	2	1000	133362771	133382851	4.76347167999879	0.0959040959040959	0.200799200799201	rs12788589	0.108599999999999
11	ENSG00000238622	1	1000	10813013	10833155	1.61207760946717	0.1998001998002	0.1998001998002	rs4909953	0.2042
11	ENSG00000238625	1	1000	116181060	116201162	0.236013937093676	0.633366633366633	0.633366633366633	rs7102668	0.6271
11	ENSG00000238724	29	1000000	114387850	114407954	108.449146203085	0.0309459690540309	2.14999785000215e-4	rs7117324	4.34700000000001e-5
11	ENSG00000238855	2	100000	126141551	126161649	5.13779335768765	0.0772892271077289	0.0810291897081029	rs671492	0.0423100000000001
11	ENSG00000238995	1	1000	82544926	82565027	0.071823525607906	0.775224775224775	0.775224775224775	rs7928026	0.7887
11	ENSG00000239153	8	1000	115487799	115507903	9.65191384602753	0.276723276723277	0.105894105894106	rs2186873	0.0494099999999999
11	ENSG00000239920	11	1000	5265621	5709664	14.355195569225	0.237762237762238	0.181818181818182	rs28381981	0.0195100000000001
11	ENSG00000239924	1	1000	62873351	62893810	1.01797427149865	0.306693306693307	0.306693306693307	rs12279224	0.313
11	ENSG00000240174	1	1000	84341035	84361608	2.12302192891481	0.148851148851149	0.148851148851149	rs7946469	0.145100000000001
11	ENSG00000240652	1	100000	107769145	107789490	3.3693489096929	0.0664693353066469	0.0664693353066469	rs12286870	0.0664199999999999
11	ENSG00000240808	1	100000	17149522	17169812	6.54465036851391	0.010719892801072	0.010719892801072	rs4356203	0.0105200000000001
11	ENSG00000241228	1	1000	36008775	36029225	1.27623633342503	0.272727272727273	0.272727272727273	rs1885667	0.2586
11	ENSG00000241233	25	1000	71239070	71260253	12.0041022314754	0.69030969030969	0.848151848151848	rs68163405	0.2607
11	ENSG00000241943	1	1000	16588397	16608682	0.14733007895946	0.693306693306693	0.693306693306693	rs4593976	0.7011
11	ENSG00000242165	1	1000	100502708	100523004	0.0289043825390895	0.861138861138861	0.861138861138861	rs916482	0.865
11	ENSG00000242353	1	1000	30379694	30400193	0.315375738864824	0.57042957042957	0.57042957042957	rs6484482	0.5744
11	ENSG00000242673	1	1000	130864024	130884324	2.50479851751901	0.120879120879121	0.120879120879121	rs1433976	0.1135
11	ENSG00000242729	1	1000	41549983	41570536	1.65632681921036	0.188811188811189	0.188811188811189	rs10837671	0.198100000000001
11	ENSG00000243431	13	1000	118421404	118442295	11.9651066874688	0.344655344655345	0.545454545454545	rs2277291	0.265900000000001
11	ENSG00000243562	20	1000	430405	450693	6.08092315693098	0.857142857142857	0.845154845154845	rs55914928	0.248499999999999
11	ENSG00000243607	2	100000	126138151	126158472	5.13779335768765	0.0781792182078179	0.0834391656083439	rs671492	0.0423100000000001
11	ENSG00000244400	1	100000	121110978	121131687	4.57403624529672	0.032749672503275	0.032749672503275	rs7928669	0.0324599999999999
11	ENSG00000244411	15	1000	71228312	71249720	7.42087730274761	0.68031968031968	0.852147852147852	rs68163405	0.2607
11	ENSG00000244953	1	1000	43955336	43978756	1.30226450328433	0.253746253746254	0.253746253746254	rs7480841	0.253800000000001
11	ENSG00000245008	16	100000	128474234	128566817	44.481109528421	0.043609563904361	0.024639753602464	rs7935286	0.003752
11	ENSG00000245248	2	1000	119242487	119407374	1.74026404660361	0.36963036963037	0.375624375624376	rs10750140	0.3294
11	ENSG00000245385	1	100000	119196958	119218019	4.14004726598815	0.04129958700413	0.04129958700413	rs12795576	0.04188
11	ENSG00000245498	1	1000	124660345	124714383	0.346852998807561	0.576423576423576	0.576423576423576	rs11826296	0.5559
11	ENSG00000245573	2	1000	27518384	27729721	1.39954528804389	0.48951048951049	0.523476523476524	rs925946	0.3211
11	ENSG00000245832	19	1000	81580892	82439124	24.4048727170369	0.228771228771229	0.382617382617383	rs17492079	0.0478899999999998
11	ENSG00000245869	19	1000000	118746549	118768451	92.8384319188565	1.62999837000163e-4	1.57999842000158e-4	rs3922	5.43899999999988e-6
11	ENSG00000246100	1	1000	115614965	115641345	1.66076549468832	0.203796203796204	0.203796203796204	rs10891888	0.1975
11	ENSG00000246211	2	1000	74012406	74045750	2.90191216622062	0.228771228771229	0.333666333666334	rs10898976	0.211
11	ENSG00000246225	1	1000000	22840925	22976939	12.2518384122293	4.62999537000463e-4	4.62999537000463e-4	rs2302423	4.64799999999991e-4
11	ENSG00000246820	1	1000	8180713	8210450	1.26238566179227	0.254745254745255	0.254745254745255	rs4758310	0.261199999999999
11	ENSG00000247095	33	1000	555659	578457	35.4898111462056	0.341658341658342	0.433566433566434	rs79254735	0.0523200000000002
11	ENSG00000247675	2	100000	46857962	46905947	6.41885394864635	0.0736592634073659	0.0708192918070819	rs2306033	0.0676199999999999
11	ENSG00000248424	1	100000	5441882	5462832	2.47730511306888	0.113488865111349	0.113488865111349	rs2647574	0.115499999999999
11	ENSG00000248746	3	1000	66303865	66340800	2.42107106499473	0.408591408591409	0.468531468531469	rs1671064	0.296799999999999
11	ENSG00000248844	1	1000	69892335	69921477	0.751505496148284	0.358641358641359	0.358641358641359	rs7926352	0.386
11	ENSG00000248903	24	1000	71269725	71289980	19.5317732700753	0.483516483516484	0.559440559440559	rs11234248	0.141500000000002
11	ENSG00000249387	21	1000	71280773	71300894	20.2069339574554	0.414585414585415	0.554445554445554	rs11234248	0.141500000000002
11	ENSG00000249489	2	100000	88131346	88152391	6.32643435054273	0.0748092519074809	0.0648093519064809	rs4753064	0.06097
11	ENSG00000249867	2	1000	28714161	29095368	2.14558556335404	0.344655344655345	0.264735264735265	rs560596	0.143199999999998
11	ENSG00000250073	4	1000	124619024	124645832	2.02938585819683	0.586413586413586	0.619380619380619	rs3802901	0.3365
11	ENSG00000250105	3	1000	66316336	66337855	2.42107106499473	0.408591408591409	0.47952047952048	rs1671064	0.296799999999999
11	ENSG00000250257	1	1000	83515613	83536306	1.09439258188974	0.322677322677323	0.322677322677323	rs12362201	0.2955
11	ENSG00000250640	8	1000	14999216	15020240	3.55880736670562	0.616383616383616	0.658341658341658	rs7929159	0.3092
11	ENSG00000251194	1	100000	35224096	35245554	7.81340843121973	0.00519994800051999	0.00519994800051999	rs1547060	0.005186
11	ENSG00000251226	2	1000	134595489	134643704	0.930238804073656	0.59040959040959	0.654345654345654	rs7929317	0.4454
11	ENSG00000251364	3	1000	7438496	7543746	3.30539732064619	0.337662337662338	0.382617382617383	rs11041411	0.1754
11	ENSG00000251557	12	1000	43132311	43300943	5.4336234718171	0.69030969030969	0.731268731268731	rs7935622	0.245499999999999
11	ENSG00000251562	1	100000	65255158	65283987	2.65538141669244	0.104778952210478	0.104778952210478	rs10896012	0.1032
11	ENSG00000251661	1	1000	308639	335631	0.0584891717671011	0.813186813186813	0.813186813186813	rs6598040	0.8089
11	ENSG00000251919	1	1000	72322809	72342871	1.20764009074145	0.280719280719281	0.280719280719281	rs755933	0.271799999999999
11	ENSG00000252033	2	1000	78280299	78300401	0.373527524025773	0.697302697302697	0.626373626373626	rs12285681	0.5411
11	ENSG00000252251	1	1000	104113306	104133343	2.06717572487171	0.144855144855145	0.144855144855145	rs7950498	0.150499999999999
11	ENSG00000252255	1	1000	125509640	125529782	1.57079633501922e-8	1	1	rs540436	0.9999
11	ENSG00000252329	2	1000	12916363	12936535	0.70453587530346	0.614385614385614	0.626373626373626	rs1440284	0.4689
11	ENSG00000252870	1	1000	114988937	115009093	1.4340783568989799	0.231768231768232	0.231768231768232	rs2513676	0.2311
11	ENSG00000252905	1	1000	8856809	8876905	0.643905742380715	0.430569430569431	0.430569430569431	rs4910068	0.4223
11	ENSG00000253179	12	1000	14919063	14939532	4.05889358015041	0.794205794205794	0.719280719280719	rs10832313	0.191999999999999
11	ENSG00000253973	1	1000	9015708	9096701	0.353390672149797	0.541458541458541	0.541458541458541	rs1984775	0.5522
11	ENSG00000254397	1	1000	9441902	9465033	2.18678058494769	0.118881118881119	0.118881118881119	rs36048375	0.139200000000001
11	ENSG00000254401	1	1000	11129400	11215158	2.16919414340306	0.143856143856144	0.143856143856144	rs11043097	0.1408
11	ENSG00000254406	1	100000	119682012	119702838	4.02652910073579	0.044249557504425	0.044249557504425	rs7936503	0.04479
11	ENSG00000254409	5	1000	43932608	44032707	11.083050015329	0.0869130869130869	0.137862137862138	rs886198	0.0366300000000001
11	ENSG00000254417	1	1000	69908539	69931539	0.751505496148284	0.384615384615385	0.384615384615385	rs7926352	0.386
11	ENSG00000254420	2	100000	78025803	78165095	9.85139014792948	0.020779792202078	0.024019759802402	rs2458640	0.01521
11	ENSG00000254422	1	1000	102090581	102111653	2.00675467419043	0.15984015984016	0.15984015984016	rs11225169	0.156600000000001
11	ENSG00000254434	1	1000	80022663	80048955	0.0637265973864296	0.808191808191808	0.808191808191808	rs11823764	0.8007
11	ENSG00000254441	1	1000	82536550	82558264	0.071823525607906	0.824175824175824	0.824175824175824	rs7928026	0.7887
11	ENSG00000254442	1	100000	134176675	134196982	9.43485432453	0.001969980300197	0.001969980300197	rs12272129	0.00212899999999999
11	ENSG00000254449	3	1000	123458653	123480160	0.585312062783756	0.774225774225774	0.781218781218781	rs7110733	0.5741
11	ENSG00000254456	2	100000	25746316	25813305	7.42182414371201	0.024589754102459	0.02469975300247	rs1018022	0.01241
11	ENSG00000254457	2	1000	55472274	55493203	1.78344242404279	0.423576423576424	0.416583416583417	rs11230746	0.2347
11	ENSG00000254462	6	100000	57470076	57569058	31.9285714050049	0.019869801301987	0.017649823501765	rs11570190	0.0138300000000001
11	ENSG00000254467	1	1000	123529206	123552345	0.570903784172787	0.445554445554446	0.445554445554446	rs12420072	0.4499
11	ENSG00000254470	2	1000	65533363	65558273	1.4859949588844	0.411588411588412	0.333666333666334	rs489574	0.2244
11	ENSG00000254475	1	100000	74832182	74852925	4.60117776476015	0.031969680303197	0.031969680303197	rs17133704	0.03195
11	ENSG00000254478	10	1000000	118682603	118702793	57.2938647717183	0.00253399746600253	3.47999652000348e-4	rs715412	6.06600000000014e-5
11	ENSG00000254479	1	1000	85635779	85656706	1.74109612798779	0.177822177822178	0.177822177822178	rs10898425	0.187
11	ENSG00000254480	1	1000000	4198369	4233885	18.1969268622721	1.6999983000017e-5	1.6999983000017e-5	rs10835743	1.99199999999999e-5
11	ENSG00000254498	2	1000	36707866	36729417	3.11741021573233	0.197802197802198	0.296703296703297	rs1039205	0.177500000000001
11	ENSG00000254506	1	1000	101445025	101475887	0.667284382510948	0.41958041958042	0.41958041958042	rs11224879	0.414
11	ENSG00000254526	8	100000	29171502	29298281	14.1934687099095	0.1739982600174	0.102138978610214	rs11030606	0.0539499999999998
11	ENSG00000254528	2	1000	117694433	117719657	0.261297731587866	0.717282717282717	0.718281718281718	rs11216577	0.7113
11	ENSG00000254546	1	1000	18208203	18228884	0.511477398620129	0.485514485514486	0.485514485514486	rs2445223	0.4745
11	ENSG00000254559	1	1000	193622	215470	0.316530806883287	0.58041958041958	0.58041958041958	rs11602954	0.5737
11	ENSG00000254560	4	1000	27058732	27251660	2.05264424936292	0.674325674325674	0.695304695304695	rs10835119	0.305600000000001
11	ENSG00000254561	1	1000	119469134	119539994	0.963128146192154	0.342657342657343	0.342657342657343	rs7121550	0.3264
11	ENSG00000254563	1	1000	78450294	78477525	1.10030125927389	0.305694305694306	0.305694305694306	rs714365	0.294199999999999
11	ENSG00000254572	1	1000	122474151	122495194	0.0334880757737053	0.834165834165834	0.834165834165834	rs7944144	0.8548
11	ENSG00000254577	1	1000	43401832	43427045	2.35727308727308	0.151848151848152	0.151848151848152	rs4755711	0.124699999999999
11	ENSG00000254584	1	1000	32047526	32072864	0.175579498549455	0.653346653346653	0.653346653346653	rs224619	0.6752
11	ENSG00000254586	4	100000	17706568	17729018	11.4229883234373	0.0873491265087349	0.0692093079069209	rs4757568	0.0513400000000002
11	ENSG00000254587	2	1000	96451316	96594822	1.60310509897081	0.408591408591409	0.332667332667333	rs3019708	0.212999999999999
11	ENSG00000254588	25	1000000	128386036	128410284	253.842126701512	9.99999000001e-7	9.99999000001e-7	rs7120822	3.19199999999998e-9
11	ENSG00000254602	1	100000	57395496	57430263	4.62441544394875	0.032109678903211	0.032109678903211	rs10896633	0.0315199999999999
11	ENSG00000254607	1	1000	126512746	126561999	0.157897133833966	0.687312687312687	0.687312687312687	rs11220575	0.6911
11	ENSG00000254612	3	1000	127800807	127821549	3.47815658723035	0.303696303696304	0.278721278721279	rs1364782	0.1201
11	ENSG00000254621	13	1000	118694554	118715265	17.7720976976914	0.243756243756244	0.283716283716284	rs571470	0.0526300000000002
11	ENSG00000254622	2	100000	19522436	19551443	4.83387346848195	0.114838851611484	0.0663393366066339	rs11605946	0.0470400000000001
11	ENSG00000254626	3	100000	112648026	112676577	9.4145362440785	0.0754292457075429	0.0735992640073599	rs11605854	0.0618000000000001
11	ENSG00000254629	2	1000	83491019	83512621	4.72088463540097	0.118881118881119	0.125874125874126	rs7938923	0.1179
11	ENSG00000254631	1	1000	74098593	74206787	0.0833559611258571	0.771228771228771	0.771228771228771	rs597113	0.7728
11	ENSG00000254638	2	1000	112025919	112053329	5.78581240972649	0.0689310689310689	0.103896103896104	rs2043055	0.05437
11	ENSG00000254642	1	1000	7989027	8009255	0.00603078532989617	0.935064935064935	0.935064935064935	rs2884017	0.9381
11	ENSG00000254646	1	1000	124376206	124397138	0.503194133063855	0.487512487512487	0.487512487512487	rs7102683	0.4781
11	ENSG00000254647	16	100000	2171008	2192571	90.4013381004299	9.49990500094999e-4	0.001379986200138	rs3842767	3.36200000000007e-5
11	ENSG00000254649	1	100000	78089106	78113451	3.95941134840942	0.046629533704663	0.046629533704663	rs2373115	0.04661
11	ENSG00000254669	1	1000	35590977	35616858	0.00976071046011222	0.917082917082917	0.917082917082917	rs657607	0.9213
11	ENSG00000254671	1	1000	125430179	125472463	0.153831928696653	0.696303696303696	0.696303696303696	rs2155388	0.6949
11	ENSG00000254672	1	100000	35978559	36000226	5.63254672503437	0.017909820901791	0.017909820901791	rs10836477	0.01763
11	ENSG00000254682	1	100000	71149719	71173203	5.40058527602794	0.019829801701983	0.019829801701983	rs72954301	0.0201299999999999
11	ENSG00000254693	2	1000	44616057	44636887	3.40856311814275	0.187812187812188	0.117882117882118	rs11600829	0.1152
11	ENSG00000254695	1	1000	15655430	15736914	1.18717566136865	0.270729270729271	0.270729270729271	rs1872285	0.275900000000001
11	ENSG00000254697	2	1000	78282719	78303201	0.373527524025773	0.7002997002997	0.628371628371628	rs12285681	0.5411
11	ENSG00000254702	1	1000	107596734	107619444	0.337630751433018	0.572427572427572	0.572427572427572	rs1351518	0.5612
11	ENSG00000254703	1	1000	128551566	128575918	1.01839509424263	0.334665334665335	0.334665334665335	rs594479	0.3129
11	ENSG00000254710	2	100000	123049509	123108985	7.06699032071163	0.04989950100499	0.0536294637053629	rs493642	0.03137
11	ENSG00000254713	6	1000	84246173	84267889	2.12127457752216	0.685314685314685	0.612387612387612	rs11234073	0.316299999999999
11	ENSG00000254731	2	100000	86404140	86435134	4.20963276059048	0.120588794112059	0.0845291547084529	rs11826933	0.0442800000000001
11	ENSG00000254732	2	100000	57499634	57570715	10.578736375976	0.021589784102159	0.017009829901701	rs11570190	0.0138300000000001
11	ENSG00000254733	2	1000	86132631	86343909	3.62636818593799	0.153846153846154	0.108891108891109	rs1458382	0.05781
11	ENSG00000254734	1	1000	29725455	29913261	1.28917523487992	0.265734265734266	0.265734265734266	rs1764528	0.2562
11	ENSG00000254735	1	1000	120796810	120817363	1.59720326195988	0.211788211788212	0.211788211788212	rs11218067	0.206299999999999
11	ENSG00000254736	1	1000	66147079	66167639	0.928703678886972	0.330669330669331	0.330669330669331	rs905770	0.3352
11	ENSG00000254737	1	100000	123873703	123899439	5.07380568906209	0.024429755702443	0.024429755702443	rs11219411	0.0242900000000001
11	ENSG00000254739	24	1000	518906	539659	21.4560932291821	0.414585414585415	0.341658341658342	rs7117488	0.0288600000000001
11	ENSG00000254747	1	1000	81253267	81273558	2.16919414340306	0.123876123876124	0.123876123876124	rs2156832	0.1408
11	ENSG00000254750	1	1000	104924071	104952268	0.67677343281796	0.393606393606394	0.393606393606394	rs1630085	0.4107
11	ENSG00000254754	1	1000	25935734	25958355	1.03451747204603	0.326673326673327	0.326673326673327	rs11029028	0.3091
